CASEID	COUNTY	PUBLIC_WATER_SUPPLY	POPULATION_SERVED	SAMPLING_DATE	SAMPLE_NUMBER	RAW_OR_TREATED	PFOA_PFOS_PPT	TOTAL_TESTED_PFAS_PPT	METHOD
598	BERRIEN	Lakeland Medical Center-Berrien Cntr	170	23-JUL-2018	GWEF1807231400GGA	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
599	BARRY	Yankee Springs Meadows	710	26-JUL-2018	GWNT1807261130KER	Raw Water	ND	ND	EPA 537 Rev. 1.1
600	CLINTON	Creekside Meadows of St. Johns	387	25-JUL-2018	GWEF1807250915KER	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
601	CLINTON	Cadgewith Farms	344	23-JUL-2018	GWNT1807231300KER	Raw Water	ND	ND	EPA 537 Rev. 1.1
602	ALLEGAN	Hidden Creek Estates	77	26-JUL-2018	GWEF1807261020KER	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
603	HOUGHTON	Houghton	7512	31-JUL-2018	GWEF1807311100GGA	Treated Drinking Water	ND	3	EPA 537 Rev. 1.1
604	KEWEENAW	Houghton Township	40	30-JUL-2018	GWNT1807301030GGA	Raw Water	ND	ND	EPA 537 Rev. 1.1
605	KEWEENAW	Sherman Township	40	30-JUL-2018	GWEF1807301230GGA	Raw Water	ND	2	EPA 537 Rev. 1.1
606	LIVINGSTON	The Peninsula Development LLC	270	30-JUL-2018	GWEF1807301145GSC	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
607	LIVINGSTON	Huntmore Estates	40	30-JUL-2018	GWEF1807301030GSC	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
608	GENESEE	Gunther Mobile Home Court Inc	105	09-AUG-2018	GWNT1808091040GSC	Raw Water	ND	ND	EPA 537 Rev. 1.1
609	GENESEE	Gunther Mobile Home Court Inc	105	09-AUG-2018	GWNT1808091030GSC	Raw Water	2	2	EPA 537 Rev. 1.1
610	INGHAM	Lansing Board of Water & Light	193500	27-JUL-2018	GWEF1807270915KER	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
611	HOUGHTON	Michigan-American Water Co	9646	30-JUL-2018	GWEF1807301310GGA	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
612	LIVINGSTON	Fowlerville, Village of	2951	27-JUL-2018	GWEF1807270930GSC	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
613	GRATIOT	Ashley, Village of	526	30-JUL-2018	GWEF1807301145KER	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
614	GENESEE	Westhaven Mobile Home Park, LLC	122	01-AUG-2018	GWEF1808011500KER	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
615	GENESEE	Fenton Lakefront Community LLC	80	01-AUG-2018	GWEF1808011600KER	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
616	GENESEE	Beecher Metropolitan District	9400	06-AUG-2018	GWEF1808061515GSC	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
617	GENESEE	Beecher Metropolitan District	9400	07-AUG-2018	GWEF1808070800GSC	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
618	GENESEE	My Place at Heritage Estates	75	01-AUG-2018	GWEF1808011330KER	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
619	WASHTENAW	Saline	9158	02-AUG-2018	GWEF1808020830GSC	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
620	GENESEE	Fenton Harbor Condominiums	40	01-AUG-2018	GWEF1808011530KER	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
621	GENESEE	Beecher Metropolitan District	9400	06-AUG-2018	GWEF1808061500GSC	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
622	GENESEE	Swartz Creek Meadows	250	01-AUG-2018	GWNT1808011050KER	Raw Water	ND	ND	EPA 537 Rev. 1.1
623	LIVINGSTON	Handy Township - Red Cedars Crossing	728	27-JUL-2018	GWEF1807271030GSC	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
624	GENESEE	Swartz Creek Meadows	250	01-AUG-2018	GWNT1808011030KER	Raw Water	ND	ND	EPA 537 Rev. 1.1
625	LAPEER	Pine Lakes Manufactured Homes	230	02-AUG-2018	GWEF1808021215KER	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
626	LIVINGSTON	Alan's Park - Fowlerville	498	27-JUL-2018	GWNT1807271100GSC	Raw Water	ND	ND	EPA 537 Rev. 1.1
627	CLINTON	Maple Rapids, Village of	643	30-JUL-2018	GWEF1807301030KER	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
628	VAN BUREN	Lantern Bay Treatment Center	52	25-JUL-2018	GWNT1807251330GGA	Raw Water	ND	ND	EPA 537 Rev. 1.1
629	LAPEER	Ideal Villa Mobile Home Park	266	02-AUG-2018	GWNT1808021130KER	Raw Water	ND	ND	EPA 537 Rev. 1.1
630	GENESEE	Western Pines Apartments	50	01-AUG-2018	GWEF180811415KER	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
631	WASHTENAW	Milan	7363	02-AUG-2018	GWEF1808020930GSC	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
632	CLINTON	Maple Rapids, Village of	643	30-JUL-2018	GWEF1807301045KER	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
633	GENESEE	Swartz Creek Meadows	250	01-AUG-2018	GWNT1808011010KER	Raw Water	ND	ND	EPA 537 Rev. 1.1
634	LIVINGSTON	Fowlerville, Village of	2951	27-JUL-2018	GWEF1807270900GSC	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
635	WAYNE	Wyandotte	25883	26-JUL-2018	SWIN1807260910GSC	Raw Water	ND	ND	Isotope Dilution
636	BARAGA	Baraga	2240	02-AUG-2018	SWEF1808020930GGA	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
637	ALLEGAN	Mystic View Apartments	119	09-JUL-2018	GWNT1807090855KER	Raw Water	ND	ND	EPA 537 Rev. 1.1
638	MUSKEGON	Muskegon	87880	26-JUL-2018	SWIN1807261400JER	Raw Water	2	2	Isotope Dilution
639	OTSEGO	Gaylord, City of	3645	13-AUG-2018	GWEF1808131100GGA	Treated Drinking Water	ND	2	EPA 537 Rev. 1.1
640	BERRIEN	Lake Charter Township	6800	19-JUL-2018	SWIN1807190900GGA	Raw Water	ND	ND	Isotope Dilution
641	MUSKEGON	Muskegon	87880	26-JUL-2018	SWEF1807261415KER	Treated Drinking Water	2	2	EPA 537 Rev. 1.1
642	BERRIEN	Lake Charter Township	6800	19-JUL-2018	SWEF1807190915GGA-FD	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
643	MUSKEGON	Muskegon Heights	10856	13-AUG-2018	GWEF1808131410MK	Treated Drinking Water	4	4	EPA 537 Rev. 1.1
644	MUSKEGON	Maple Island Estates	320	13-AUG-2018	GWNT1808131515MK	Raw Water	3	9	EPA 537 Rev. 1.1
645	ALLEGAN	Mystic View Apartments	119	09-JUL-2018	GWNT1807091045KER	Raw Water	ND	ND	EPA 537 Rev. 1.1
646	ALLEGAN	Mystic View Apartments	119	09-JUL-2018	GWNT1807091130KER	Raw Water	ND	ND	EPA 537 Rev. 1.1
647	MARQUETTE	Richmond Township	489	14-AUG-2018	GWNT1808141530GSC	Raw Water	ND	2	EPA 537 Rev. 1.1
648	ALLEGAN	Mystic View Apartments	119	09-JUL-2018	GWNT1807090820KER	Raw Water	2	4	EPA 537 Rev. 1.1
649	VAN BUREN	Country Holiday Estates	148	25-JUL-2018	GWNT1807251100GGA	Raw Water	ND	ND	EPA 537 Rev. 1.1
650	BERRIEN	Lake Charter Township	6800	19-JUL-2018	SWEF1807190910GGA	Treated Drinking Water	2	2	EPA 537 Rev. 1.1
651	MUSKEGON	Maple Island Estates	320	13-AUG-2018	GWNT1808131510MK	Raw Water	3	8	EPA 537 Rev. 1.1
652	BERRIEN	Lake Charter Township	6800	19-JUL-2018	SWEF1807190910GGA	Treated Drinking Water	ND	ND	Isotope Dilution
653	OTSEGO	Gaylord, City of	3645	13-AUG-2018	GWEF1808131130GGA	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
654	ALLEGAN	Dumont Creek Estates	188	12-JUN-2018	GWT1806121350GSC	Raw Water	ND	ND	EPA 537 Rev. 1.1
655	ALLEGAN	Mystic View Apartments	119	09-JUL-2018	GWNT1807091115KER	Raw Water	ND	ND	EPA 537 Rev. 1.1
656	MARQUETTE	Richmond Township	489	14-AUG-2018	GWNT1808141515GSC	Raw Water	ND	2	EPA 537 Rev. 1.1
657	ALLEGAN	Mystic View Apartments	119	09-JUL-2018	GWNT1807090910KER	Raw Water	ND	ND	EPA 537 Rev. 1.1
658	MUSKEGON	Maple Island Estates	320	13-AUG-2018	GWNT1808131505MK	Raw Water	3	8	EPA 537 Rev. 1.1
659	OTSEGO	Gaylord, City of	3645	13-AUG-2018	GWEF1808131115GGA	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
660	BARAGA	Baraga	2240	02-AUG-2018	SWIN1808020900GGA	Raw Water	ND	ND	Isotope Dilution
661	ALLEGAN	Mystic View Apartments	119	09-JUL-2018	GWNT1807090925KER	Raw Water	ND	ND	EPA 537 Rev. 1.1
662	ALLEGAN	Baseline Mobile Home Park	188	12-JUN-2018	GWT1806121530GSC	Raw Water	ND	ND	EPA 537 Rev. 1.1
663	ALLEGAN	Mystic View Apartments	119	09-JUL-2018	GWNT1807091010KER	Raw Water	ND	ND	EPA 537 Rev. 1.1
664	ALLEGAN	Mystic View Apartments	119	09-JUL-2018	GWNT1807090950KER	Raw Water	ND	ND	EPA 537 Rev. 1.1
665	CASS	Barron Lake/Rosebush	75	25-JUL-2018	GWEF1807250930GGA	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
666	ALLEGAN	Mystic View Apartments	119	09-JUL-2018	GWNT1807091030KER	Raw Water	ND	ND	EPA 537 Rev. 1.1
667	ALLEGAN	Mystic View Apartments	119	09-JUL-2018	GWNT1807091100KER	Raw Water	ND	ND	EPA 537 Rev. 1.1
668	MONROE	Frenchtown Township	16481	26-JUL-2018	SWEF1807261020GSC	Treated Drinking Water	ND	3	EPA 537 Rev. 1.1
669	BARAGA	Baraga	2240	02-AUG-2018	SWEF1808020930GGA	Treated Drinking Water	ND	ND	Isotope Dilution
670	MONROE	Frenchtown Township	16481	26-JUL-2018	SWIN1807261015GSC	Raw Water	ND	4	Isotope Dilution
671	ALLEGAN	Mystic View Apartments	119	09-JUL-2018	GWNT1807090835KET	Raw Water	ND	ND	EPA 537 Rev. 1.1
672	MONROE	Frenchtown Township	16481	26-JUL-2018	SWEF1807261020GSC	Treated Drinking Water	ND	2	Isotope Dilution
673	MUSKEGON	Muskegon	87880	26-JUL-2018	SWEF1807261415KER	Treated Drinking Water	ND	2	Isotope Dilution
674	WAYNE	Wyandotte	25883	26-JUL-2018	SWEF1807260900GSC	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
675	WAYNE	Wyandotte	25883	26-JUL-2018	SWEF1807260900GSC	Treated Drinking Water	ND	ND	Isotope Dilution
676	WASHTENAW	St. Louis Center	56	24-JUL-2018	GWEF1807241345KER	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
677	WASHTENAW	Chelsea	4944	24-JUL-2018	GWEF1807241230KER	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
678	LIVINGSTON	Sylvan Glen Estates	1205	01-AUG-2018	GWEF1808011630GSC	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
679	WASHTENAW	Manchester	2150	24-JUL-2018	GWEF1807241430KER	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
680	KENT	Pine Aire Mobile Home Park	202	30-MAY-2018	GW1805300855GSC	Raw Water	ND	8	EPA 537 Rev. 1.1
681	WASHTENAW	St. Louis Center	56	24-JUL-2018	GWEF1808241330KER	Raw Water	ND	ND	EPA 537 Rev. 1.1
682	WASHTENAW	St. Louis Center	56	24-JUL-2018	GWEF1807241400KER	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
683	LAPEER	Wedgewood Golfside Condo Assoc	125	02-AUG-2018	GWNT1808021315KER	Raw Water	ND	ND	EPA 537 Rev. 1.1
684	GOGEBIC	Wakefield	2318	01-AUG-2018	GWEF1808011300GGA	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
685	LIVINGSTON	Prentis Estates Apartments	500	01-AUG-2018	GWNT1808011500GSC	Raw Water	ND	ND	EPA 537 Rev. 1.1
686	MONROE	Monroe	53798	26-JUL-2018	SWEF1807261120GSC	Treated Drinking Water	3	8	Isotope Dilution
687	VAN BUREN	Meadow Woods N/R Center	78	25-JUL-2018	GWEF1807251130GGA	Raw Water	ND	ND	EPA 537 Rev. 1.1
688	GENESEE	Old Orchard Estates	296	02-AUG-2018	GWEF1808020800KER	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
689	GOGEBIC	Marenisco Township	430	01-AUG-2018	GWNT1808011445GGA	Raw Water	ND	ND	EPA 537 Rev. 1.1
690	MONROE	Monroe	53798	26-JUL-2018	SWEF1807261120GSC	Treated Drinking Water	ND	2	EPA 537 Rev. 1.1
691	LENAWEE	Adrian	21133	02-AUG-2018	SWIN1808021240GSC	Raw Water	ND	ND	Isotope Dilution
692	GOGEBIC	Ojibway Correctional Facility	1040	01-AUG-2018	GWEF1808011500GGA	Raw Water	ND	ND	EPA 537 Rev. 1.1
693	LENAWEE	Adrian	21133	02-AUG-2018	SWEF1808021230GSC	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
694	GOGEBIC	Ironwood	6525	01-AUG-2018	GWEF1808011400GGA	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
695	ONTONAGON	McMillan Township	391	01-AUG-2018	GWEF1808010900GGA	Raw Water	ND	ND	EPA 537 Rev. 1.1
696	GENESEE	Davidson, City of	5000	02-AUG-2018	GWEF1808020840KER	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
697	GOGEBIC	Watersmeet Township	575	01-AUG-2018	GWNT1808011700GGA	Raw Water	ND	ND	EPA 537 Rev. 1.1
698	GOGEBIC	Watersmeet Township	575	01-AUG-2018	GWNT1808011710GGA	Raw Water	ND	ND	EPA 537 Rev. 1.1
699	ONTONAGON	McMillan Township	391	01-AUG-2018	GWNT1808010930GGA	Raw Water	ND	ND	EPA 537 Rev. 1.1
700	LIVINGSTON	Pinckney, Village of	2515	01-AUG-2018	GWEF1808011150GSC	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
701	ONTONAGON	Bergland Township	210	01-AUG-2018	GWNT1808011210GGA	Raw Water	ND	ND	EPA 537 Rev. 1.1
702	LENAWEE	Adrian	21133	02-AUG-2018	SWEF1808021230GSC	Treated Drinking Water	ND	ND	Isotope Dilution
703	GOGEBIC	Bessmer	1553	01-AUG-2018	GWEF1808011330GGA	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
704	MONROE	Monroe	53798	26-JUL-2018	SWIN1807261110GSC	Raw Water	2	4	Isotope Dilution
705	ONTONAGON	Bergland Township	210	01-AUG-2018	GWNT1808011200GGA	Raw Water	ND	ND	EPA 537 Rev. 1.1
706	BERRIEN	Beechwood Hills - Timber Ridge	160	17-JUL-2018	GWNT1807170910GGA	Raw Water	ND	ND	EPA 537 Rev. 1.1
707	BRANCH	Bronson	2421	14-SEP-2018	GWEF1809141320MK	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
708	MARQUETTE	Marquette	23700	14-AUG-2018	SWIN1808140810GSC	Raw Water	ND	ND	Isotope Dilution
709	BRANCH	Bronson	2421	14-SEP-2018	GWEF1809141315MK	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
710	MARQUETTE	Marquette	23700	14-AUG-2018	SWEF1808140800GSC	Treated Drinking Water	ND	ND	Isotope Dilution
711	MARQUETTE	Marquette	23700	14-AUG-2018	SWEF1808140800GSC	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
712	BARAGA	Keweenaw Bay Indian Community - Zeba Treatment Plant	350	02-AUG-2018	SWEF1808021050GGA	Treated Drinking Water	ND	ND	Isotope Dilution
713	MARQUETTE	Keweenaw Bay Indian Community - Kawbawgam Road	160	16-AUG-2018	GWEF1808160845GSC	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
714	BARAGA	Keweenaw Bay Indian Community - Zeba Treatment Plant	350	02-AUG-2018	SWEF1808021050GGA	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
715	BARAGA	Keweenaw Bay Indian Community - Zeba Treatment Plant	350	02-AUG-2018	SWIN1808021040GGA	Raw Water	ND	ND	Isotope Dilution
716	GENESEE	North Dort Manor LTD	100	06-AUG-2018	GWEF1808061415GSC	Raw Water	ND	ND	EPA 537 Rev. 1.1
717	WASHTENAW	Loch Alpine Sanitary Authority	1506	07-AUG-2018	GWEF1808071100KER	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
718	WASHTENAW	Harbor Cove Apartments	288	07-AUG-2018	GWEF1808071130KER	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
719	GENESEE	Argentine Care Center	60	09-AUG-2018	GWEF1808031210GSC-FD	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
720	GENESEE	Tradewinds Mobile Home Park	54	06-AUG-2018	GWEF1808071400GSC	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
721	GENESEE	Otisville, Village of	864	06-AUG-2018	GWEF1808061330GSC	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
722	GENESEE	Linden, City of	4004	07-AUG-2018	GWEF1808071315GSC	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
723	LAPEER	Sandhill Estates	75	08-AUG-2018	GWEF1808081530GSC	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
724	GENESEE	Argentine Care Center	60	09-AUG-2018	GWEF1808091200GSC	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
725	GENESEE	Otisville, Village of	864	06-AUG-2018	GWEF1808061300GSC	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
726	GENESEE	Fenton, City of	11746	07-AUG-2018	GWEF1808070845GSC	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
727	MUSKEGON	Timberline Estates	755	11-JUL-2018	GWNT1807111055GGA	Raw Water	4	9	EPA 537 Rev. 1.1
728	ONTONAGON	Interior Township	200	01-AUG-2018	GWIN1808011100GGA	Raw Water	ND	ND	EPA 537 Rev. 1.1
729	OAKLAND	Shorewood Hills Subdivision	252	14-JUN-2018	GWNT1808071530KER	Raw Water	ND	ND	EPA 537 Rev. 1.1
730	BERRIEN	Meadow Streams Estates	293	23-JUL-2018	GWEF1807231345GGA	Raw Water	ND	ND	EPA 537 Rev. 1.1
731	OAKLAND	Springrove MHC	1060	06-AUG-2018	GWIN1808061545KER-FD	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
732	BERRIEN	Meadow Streams Estates	293	23-JUL-2018	GWEF1807231330GGA	Raw Water	ND	ND	EPA 537 Rev. 1.1
733	HOUGHTON	Osceola Township	830	31-JUL-2018	GWIN1807310900GGA	Raw Water	ND	ND	EPA 537 Rev. 1.1
734	MUSKEGON	Muskegon Heights	10856	13-AUG-2018	GWIN1808131415MK	Raw Water	ND	ND	Isotope Dilution
735	MUSKEGON	Muskegon Heights	10856	13-AUG-2018	GWEF1808131410MK	Treated Drinking Water	ND	ND	Isotope Dilution
736	ONTONAGON	Interior Township	200	01-AUG-2018	GWIN1808011000GGA	Raw Water	ND	ND	EPA 537 Rev. 1.1
737	OAKLAND	Springrove MHC	1060	06-AUG-2018	GWIN1808061530KER	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
738	INGHAM	Stonegate Mobile Home Community	647	23-JUL-2018	GWIN1807230915KER	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
739	MUSKEGON	Timberline Estates	755	11-JUL-2018	GWNT1807111050GGA	Raw Water	4	9	EPA 537 Rev. 1.1
740	BERRIEN	Meadow Streams Estates	293	23-JUL-2018	GWIN1807231300GGA	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
741	LAPEER	Columbiaville, Village of	787	08-AUG-2018	GWEF1808081430GSC	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
742	ANTRIM	Mancelona Area Water and Sewer Authority	3900	15-AUG-2018	GWEF1808150915GGA	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
743	MARQUETTE	Ishpeming Twp - East	305	14-AUG-2018	GWNT1808141400GSC	Raw Water	ND	ND	EPA 537 Rev. 1.1
744	CASS	Dowagiac	6350	06-AUG-2018	GWEF1808061100GGA	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
745	MARQUETTE	Ishpeming Twp - West	2148	14-AUG-2018	GWNT1808141340GSC	Raw Water	ND	ND	EPA 537 Rev. 1.1
746	MARQUETTE	Ely Township-Greenwood	266	14-AUG-2018	GWNT1808141045GSC	Raw Water	ND	ND	EPA 537 Rev. 1.1
747	MARQUETTE	Ely Township-Diorite	168	14-AUG-2018	GWEF1808141100GSC	Raw Water	ND	ND	EPA 537 Rev. 1.1
748	MARQUETTE	Tilden Township	350	14-AUG-2018	GWEF1808141220GSC	Raw Water	ND	ND	EPA 537 Rev. 1.1
749	MARQUETTE	Marquette Township	2700	14-AUG-2018	GWEF1808140900GSC	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
750	MARQUETTE	Negaunee Township	982	14-AUG-2018	GWNT1808140940GSC	Raw Water	ND	ND	EPA 537 Rev. 1.1
751	ANTRIM	Mancelona Area Water and Sewer Authority	3900	15-AUG-2018	GWEF1808150930GGA	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
752	MARQUETTE	Chocolay Shore Apartments	50	16-AUG-2018	GWNT1808160800GSC	Raw Water	3	5	EPA 537 Rev. 1.1
753	MARQUETTE	Negaunee-Ishpeming Authority	11038	14-AUG-2018	GWEF1808141010GSC	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
754	ANTRIM	Mancelona Area Water and Sewer Authority	3900	15-AUG-2018	GWEF1808150945GGA	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
755	VAN BUREN	Lawrence	1045	07-AUG-2018	GWEF1808071330GGA	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
756	MARQUETTE	Republic Township	700	14-AUG-2018	GWEF1808141630GSC	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
757	GENESEE	Linden Place Mobile Home Park	236	08-AUG-2018	GWNT1808080900GSC	Raw Water	ND	ND	EPA 537 Rev. 1.1
758	GENESEE	Genesee County Water System	143177	08-AUG-2018	SWEF1808081500GSC	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
759	VAN BUREN	Lawrence	1045	07-AUG-2018	GWEF1808071245GGA	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
760	CASS	Edwardsburg	1160	08-AUG-2018	GWEF1808081045GGA	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
761	MARQUETTE	Ishpeming Twp - West	2148	14-AUG-2018	GWNT1808141330GSC	Raw Water	ND	ND	EPA 537 Rev. 1.1
762	LAPEER	Clifford, Village of	324	08-AUG-2018	GWIN1808081330GSC	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
763	VAN BUREN	Lawrence	1045	07-AUG-2018	GWEF1808071250GGA	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
764	LAPEER	Clifford, Village of	324	08-AUG-2018	GWNT1808081340GSC	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
765	ANTRIM	Mancelona Area Water and Sewer Authority	3900	15-AUG-2018	GWEF1808150900GGA	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
766	ANTRIM	Mancelona Area Water and Sewer Authority	3900	15-AUG-2018	GWEF1808151000GGA	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
767	VAN BUREN	Hartford	2688	07-AUG-2018	GWEF1808071500GGA	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
768	WASHTENAW	Austin Commons II	280	10-AUG-2018	GWEF1808101000KER	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
769	VAN BUREN	Applewood	75	07-AUG-2018	GWNT1808071600GGA	Raw Water	ND	ND	EPA 537 Rev. 1.1
770	DELTA	Escanaba	13659	21-AUG-2018	SWIN1808210940GSC	Raw Water	ND	ND	Isotope Dilution
771	VAN BUREN	Meadow Brook Village	125	09-AUG-2018	GWNT1808091045GGA	Raw Water	ND	ND	EPA 537 Rev. 1.1
772	OTSEGO	Fairway Lake Condominiums	56	14-AUG-2018	GWNT1808141125GGA	Raw Water	ND	ND	EPA 537 Rev. 1.1
773	OTSEGO	Glen Meadows Condominiums	142	14-AUG-2018	GWEF1808141000GGA	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
774	LAPEER	River Ridge	538	14-AUG-2018	GWNT1808141130KER	Raw Water	ND	ND	EPA 537 Rev. 1.1
775	GENESEE	Lake Park Village Condominiums	900	14-AUG-2018	GWEF1808141445KER	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
776	OTSEGO	Beaver Creek Resort	76	14-AUG-2018	GWEF1808141030GGA	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
777	ANTRIM	Bellaire, Village of	1086	15-AUG-2018	GWNT1808151130GGA	Raw Water	ND	ND	EPA 537 Rev. 1.1
778	CASS	Eagle Lake Condominiums	24	08-AUG-2018	GWEF1808081135GGA	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
779	ANTRIM	Pinebrook Condominiums	100	15-AUG-2018	GWEF1808151200GGA	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
780	LAPEER	North Branch, Village of	1021	14-AUG-2018	GWEF1808141200KER	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
781	LAPEER	Deerfield Pines Mobile Home Park	308	14-AUG-2018	GWNT1808141330KER	Raw Water	ND	ND	EPA 537 Rev. 1.1
782	OTSEGO	Lakeview Apartments	64	14-AUG-2018	GWEF1808140915GGA	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
783	DELTA	Escanaba	13659	21-AUG-2018	SWEF1808210930GSC	Treated Drinking Water	2	2	EPA 537 Rev. 1.1
784	ANTRIM	Bellaire, Village of	1086	15-AUG-2018	GWNT1808151110GGA	Raw Water	ND	ND	EPA 537 Rev. 1.1
785	VAN BUREN	Mitchell Brothers Mobile Home Park	122	09-AUG-2018	GWNT1808091000GGA	Raw Water	ND	ND	EPA 537 Rev. 1.1
786	DELTA	Escanaba	13659	21-AUG-2018	SWEF1808210930GSC	Treated Drinking Water	2	2	Isotope Dilution
787	LIVINGSTON	Pine Knoll Apartments, LLC	100	08-AUG-2018	GWNT1808081345KER	Raw Water	ND	ND	EPA 537 Rev. 1.1
788	CASS	Eagle Lake Estates MHP	230	08-AUG-2018	GWNT1808081020GGA	Raw Water	ND	ND	EPA 537 Rev. 1.1
789	VAN BUREN	Paw Paw	3534	07-AUG-2018	GWEF1808071000GGA	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
790	WASHTENAW	Regency at Whitmore Lake	190	08-AUG-2018	GWEF1808081330KER	Raw Water	ND	ND	EPA 537 Rev. 1.1
791	VAN BUREN	Mattawan	2037	07-AUG-2018	GWEF1808071455GGA	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
792	CASS	Eagle Lake Estates MHP	230	08-AUG-2018	GWNT1808081010GGA	Raw Water	ND	ND	EPA 537 Rev. 1.1
793	WASHTENAW	Thornton Farms	935	08-AUG-2018	GWEF1808081100KER	Treated Drinking Water	ND	ND	EPA 537 Rev. 1.1
